7.18,9.20,-8.12,2.49,-1.45,1.81
5.16,5.43,-6.83,1.00,-1.11,1.12
4.97,5.16,-6.58,0.80,-1.00,1.00
4.82,4.87,-6.42,0.60,-0.88,0.86
4.71,4.64,-6.39,0.38,-0.75,0.73
4.64,4.39,-6.44,0.17,-0.60,0.59
5.02,5.42,-7.59,-2.05,0.58,-0.49
5.28,5.62,-7.74,-2.26,0.61,-0.55
5.55,6.10,-8.11,-2.43,0.69,-0.59
5.70,6.76,-8.58,-2.60,0.74,-0.62
5.98,7.41,-8.99,-2.78,0.76,-0.62
6.23,7.95,-9.36,-2.95,0.78,-0.59
6.27,8.58,-11.35,-4.18,-0.67,0.43
6.93,7.46,-10.46,-4.34,-1.24,0.66
5.94,8.50,-11.82,-4.75,-2.11,1.09
6.21,8.96,-14.41,-5.45,-2.37,1.86
3.47,9.81,-15.21,-5.76,-2.97,2.30
3.89,7.52,-10.50,-2.45,-0.68,1.17
3.95,6.83,-10.19,-2.64,-0.80,1.14
3.76,6.11,-9.87,-2.69,-0.94,1.10
3.57,5.61,-9.68,-2.68,-1.09,1.04
3.60,5.26,-9.60,-2.66,-1.22,0.96
8.82,2.24,-12.53,-0.75,-1.22,0.09
8.74,2.91,-12.90,-0.19,-1.07,0.10
8.27,3.78,-12.56,0.41,-0.96,0.22
7.95,4.37,-11.66,0.88,-1.01,0.45
7.96,4.27,-10.76,1.10,-1.32,0.69
9.35,3.33,-10.24,1.23,-1.78,0.98
10.63,5.11,-11.76,2.17,-2.74,2.73
10.28,4.61,-11.36,2.22,-2.62,2.75
9.86,3.89,-10.76,2.25,-2.47,2.71
9.61,3.44,-10.22,2.28,-2.23,2.61
9.21,3.04,-9.82,2.31,-1.96,2.50
3.25,3.12,-5.30,0.23,0.62,1.44
2.99,3.09,-5.07,-0.14,0.58,1.38
2.95,3.01,-5.03,-0.52,0.53,1.32
3.00,2.81,-5.06,-0.88,0.51,1.25
2.95,2.71,-5.30,-1.22,0.49,1.16
2.90,2.83,-5.72,-1.58,0.47,1.06
4.92,6.07,-10.65,-3.92,1.11,0.06
4.77,6.73,-10.73,-4.05,1.02,0.03
4.76,7.57,-11.06,-4.25,0.78,0.07
4.94,8.49,-11.54,-4.54,0.42,0.14
5.24,9.08,-11.97,-4.78,0.11,0.25
5.34,7.26,-12.91,-3.23,-0.49,0.42
5.10,6.96,-12.66,-3.15,-0.72,0.53
4.89,6.42,-12.33,-3.05,-0.93,0.64
4.59,5.91,-11.88,-2.91,-1.14,0.74
4.50,5.49,-11.53,-2.77,-1.34,0.82
4.39,5.32,-11.25,-2.63,-1.50,0.86
5.45,3.64,-11.97,-2.21,-1.87,0.86
5.38,3.26,-11.99,-2.04,-1.71,0.78
5.69,2.77,-12.00,-1.84,-1.56,0.69
